ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 695825, 407310, 582898, 417102, 419712, 556135, 443865, 437990, 633815,   1532,CharterTownshipofCantonPrecinct25
 697070, 438626, 548423, 451577, 458896, 529279, 470721, 398650, 595720,   1776,CharterTownshipofPlymouthPrecinct6
 697190, 508021, 480614, 519386, 524064, 457219, 542781, 419785, 616975,   1496,CityofLivoniaPrecinct17A
 698940, 356763, 630636, 369364, 375994, 610079, 389921, 403845, 602785,   1508,CharterTownshipofCantonPrecinct18
 703100, 502939, 483698, 516302, 522715, 462854, 537146, 401120, 604220,   1871,CityofLivoniaPrecinct3B
 703365, 239831, 747545, 252455, 252454, 719495, 280505, 436885, 640250,    713,CityofDearbornPrecinct23
 704280, 510700, 479571, 520429, 532101, 460116, 539884, 392995, 597275,   1028,CityofLivoniaPrecinct16B
 706090, 459976, 529271, 470729, 477299, 505376, 494624, 413385, 619475,   1674,CharterTownshipofPlymouthPrecinct1
 710755, 595119, 391014, 608986, 610094, 363838, 636162, 425125, 635880,   1803,TownshipofGrosseIlePrecinct3
 712335, 438321, 551061, 448939, 458543, 528816, 471184, 398890, 611225,   1978,CityofGrossePointeWoodsPrecinct2
 714690, 381920, 603389, 396611, 395480, 574011, 425989, 432200, 646890,   1770,CharterTownshipofCantonPrecinct9
 716490, 496545, 491478, 508522, 515891, 467526, 532474, 403270, 619760,   2171,CityofLivoniaPrecinct4A
 719575, 469259, 520702, 479298, 494981, 502509, 497491, 371390, 590965,   1594,CharterTownshipofPlymouthPrecinct12
 721355, 270833, 716145, 283855, 283854, 684895, 315105, 434895, 656250,    768,CityofGrossePointeParkPrecinct5
 722000, 407005, 582141, 417859, 423778, 554514, 445486, 416135, 638135,   2027,CharterTownshipofNorthvillePrecinct11
 722745, 326066, 658767, 341233, 346919, 635071, 364929, 395735, 618480,   1055,CityofPlymouthPrecinct2
 724390, 480992, 507391, 492609, 501055, 482576, 517424, 399685, 624075,   1894,CharterTownshipofNorthvillePrecinct7
 731725, 557157, 427909, 572091, 576210, 400617, 599383, 404735, 636460,   1942,TownshipofGrosseIlePrecinct1
 735890, 518955, 472620, 527380, 540016, 446503, 553497, 394695, 630585,   1187,CityofLivoniaPrecinct8B
 747960, 439906, 546091, 453909, 457992, 514585, 485415, 409570, 657530,   1714,CharterTownshipofCantonPrecinct7
 748125, 333333, 655430, 344570, 352996, 625468, 374532, 401685, 649810,   1068,CharterTownshipofCantonPrecinct10
 748735, 223440, 765598, 234402, 238617, 731028, 268972, 424115, 672850,   1186,CharterTownshipofCantonPrecinct29
 754790, 398356, 583013, 416987, 425205, 558904, 441096, 365755, 620545,   1825,CityofPlymouthPrecinct1
 754800, 466426, 520983, 479017, 489808, 493405, 506595, 383090, 637890,   1668,CharterTownshipofNorthvillePrecinct5
 756800, 353474, 637462, 362538, 373867, 606495, 393505, 398035, 654835,   1324,CharterTownshipofCantonPrecinct20
 765830, 349491, 641907, 358093, 372947, 612197, 387803, 382720, 648550,   1279,CityofGrossePointeParkPrecinct6
 782055, 487179, 505128, 494872, 512179, 473717, 526283, 375000, 657055,   1560,CharterTownshipofNorthvillePrecinct2
 788500, 523038, 469904, 530096, 553341, 442507, 557493, 348485, 636985,   2409,CityofGrossePointeWoodsPrecinct1
 790910, 310909, 685454, 314546, 330909, 647272, 352728, 400000, 690910,    550,CityofDearbornPrecinct13
 795875, 409444, 574417, 425583, 433353, 539151, 460849, 380455, 676330,   1673,CharterTownshipofCantonPrecinct11
 798395, 528384, 459970, 540030, 557011, 428918, 571082, 356865, 655260,   2061,CharterTownshipofPlymouthPrecinct10
 798505, 263681, 719734, 280266, 273631, 669983, 330017, 450250, 748755,    603,CityofRiverRougePrecinct1
 802765, 400519, 593425, 406575, 429930, 562283, 437717, 352945, 655710,   1156,CharterTownshipofCantonPrecinct39
 824165, 400785, 580877, 419123, 427635, 542894, 457106, 365750, 689915,   1527,CharterTownshipofCantonPrecinct19
 826795, 565826, 423902, 576098, 602240, 394957, 605043, 317930, 644725,   2142,CityofGrossePointeWoodsPrecinct6
